GeneID,T0,T30min,T3h,T6h,T12h,T24h,T4d
ENSG00000119688,46.71270929,53.96418707,50.0037509,45.26530414,48.30272701,49.89913918,44.42708128
ENSG00000164163,59.66869271,65.21145974,58.78605525,62.46936067,61.91531372,59.86723984,56.62858589
ENSG00000204574,35.099231,35.9003855,29.74906699,32.59858121,26.07671697,32.42564509,18.49356971
ENSG00000033050,38.5282803,35.55955906,40.90496711,34.84024006,45.19513898,42.10056631,32.92705687
ENSG00000161204,56.19111913,64.83276368,68.17494519,58.44517791,58.46994438,61.80222409,81.64804743
ENSG00000160179,38.73855218,35.44595024,33.4149538,34.78622419,34.55502779,36.10016063,42.38641152
ENSG00000118777,48.21696204,48.54883357,48.2894873,44.34703426,44.48579824,44.77827179,61.83654518
ENSG00000172350,67.95017024,58.31919165,64.1134591,60.65982882,73.43365631,62.79903415,63.47333237
ENSG00000138075,37.75189178,36.39269037,38.08302548,34.62417657,27.59673285,33.38336455,37.85867548
ENSG00000143921,35.08305624,39.11930193,36.97534746,34.11102574,21.78689435,32.87518689,30.50376153
ENSG00000143994,38.83560075,40.02817245,37.74017275,35.13732738,40.09464123,38.81695668,30.84387318
ENSG00000144827,25.49142306,24.4258952,24.42166315,24.84730299,31.54877416,24.35343807,22.08599877
ENSG00000106077,50.77257424,42.18673993,45.12469293,43.26671673,39.79063805,44.77827179,67.44838703
ENSG00000100997,67.43257791,65.77950382,73.66058875,67.24976571,68.19804605,72.16123066,85.75064395
ENSG00000131969,46.87445689,47.86718068,40.50936782,43.02364529,36.27771246,48.90232912,81.56301954
ENSG00000139826,37.71954225,41.08852137,36.97534746,36.10961315,45.80314534,42.1982928,44.53336614
ENSG00000248487,36.82993041,32.87081711,38.66323777,35.46142263,33.8119089,36.74515538,28.76068945
ENSG00000114779,47.42439875,44.64826425,50.87406935,45.31932003,53.33566851,43.8987335,37.30599408
ENSG00000168792,28.30583145,30.52290159,31.19959775,26.54880308,29.31941752,28.79022014,22.02222784
ENSG00000204427,31.81575456,32.8329475,31.22597102,32.81464471,31.58255227,30.31475318,43.81062894
ENSG00000183260,52.40622509,48.28374632,48.13124758,47.34491538,53.33566851,49.64505035,58.56297075
ENSG00000129968,41.66618391,44.87548188,38.79510421,39.29654984,38.50706909,40.55648798,47.38180103
ENSG00000107362,38.67385315,37.94534417,34.97097769,34.81323212,36.68305003,34.90789759,48.10453823
ENSG00000136379,30.97466699,31.54538092,29.69632043,32.57157327,28.17096107,30.45157024,55.84207776
ENSG00000140526,48.15226299,49.15474723,48.21036744,49.50555042,55.26102196,48.43324203,62.899394
ENSG00000158201,51.72688514,49.68492172,52.5092131,53.98886814,54.18012177,53.73001707,62.8143661
ENSG00000100439,50.80492377,47.56422382,51.11142893,53.34067762,48.60673019,47.31916019,35.41412315
ENSG00000011198,37.84894034,32.15129461,34.07428595,31.46424782,32.96745565,34.24335756,40.28197082
ENSG00000163686,25.1032288,32.71933869,22.68102625,25.71155701,24.92826052,26.91387178,33.79859293
ENSG00000127220,50.93432186,41.88378308,44.91370663,43.37474849,52.93033094,47.45597725,31.58786734
ENSG00000136754,59.44224605,57.78901716,55.38390132,57.39186833,40.83776011,56.79862847,62.53802541
ENSG00000138443,44.88496131,47.90505027,47.39279555,44.07695487,52.38988084,51.5018534,55.54448007
ENSG00000108798,23.4534032,23.21406785,28.24578967,26.6298269,29.11674874,28.30158776,15.15622438
ENSG00000154175,45.40255366,50.25296579,43.59504232,42.69955003,50.2618586,47.94460965,47.55185685
ENSG00000097007,50.70787521,54.64583996,50.24111048,50.55886,53.50455916,51.42367222,42.7690371
ENSG00000143322,74.662696,74.41377375,75.58583866,78.43105205,79.07460416,74.19394137,79.41606488
ENSG00000099204,50.15793334,57.37245151,56.25421976,55.58233647,59.71973523,54.16001359,39.26163594
ENSG00000163995,40.59864969,37.07434326,39.53355622,37.54103387,39.25018797,38.40650548,48.99733125
ENSG00000173210,44.09239803,44.83761227,43.19944303,45.26530414,44.65468889,44.28963939,30.75884525
ENSG00000159842,40.71187301,40.5204773,38.71598435,39.53962128,36.68305003,37.33151424,40.81339523
ENSG00000174429,54.08840023,54.9109272,51.40153507,52.98957442,54.58545934,52.06866697,48.5084208
ENSG00000146386,35.13158053,31.12881528,32.4391422,28.16927936,32.29189302,33.91108753,37.90118942
ENSG00000146109,51.20929278,43.85300254,48.13124758,50.50484413,46.37737356,48.72642146,30.92890107
ENSG00000114626,39.88696021,41.61869586,38.45225148,39.48560541,35.26436854,35.94379826,44.74593593
ENSG00000166016,50.27115666,59.87184544,55.30478146,54.90713802,64.21222661,54.25774005,37.45479291
ENSG00000060971,43.42923283,41.42934782,43.25218959,41.21411344,30.33276145,38.85604728,40.32448476
ENSG00000167315,34.84043483,40.70982534,40.82584726,40.32285148,31.34610537,37.48787659,25.2532883
ENSG00000278540,61.86846018,59.45527979,60.79042502,61.11896378,65.49579559,61.88040526,55.75704983
ENSG00000076555,67.86929645,61.42449924,62.84754136,62.09124955,67.59003969,68.31080746,90.10832416
ENSG00000111271,61.38321735,66.27180869,67.22550688,61.60510666,65.12423614,60.78586873,45.57495802
ENSG00000240303,79.46659997,74.11081691,73.89794833,74.78498042,86.84357424,69.24898164,82.05193001
ENSG00000151498,45.27315557,41.65656545,40.43024796,42.29443096,46.61382048,43.62509935,55.14059753
ENSG00000177646,42.16760149,46.20091804,35.99953586,42.80758179,37.89906274,41.26011862,26.54996387
ENSG00000115361,40.37220303,47.52635423,38.63686449,40.91702612,44.51957638,42.51101752,46.0426115
ENSG00000117054,40.00018353,44.04235056,35.07647084,37.78410532,35.33192479,40.22421795,33.6285371
ENSG00000122971,59.84661507,55.40323205,58.23221624,55.90643173,50.76853056,55.23500483,55.6932789
ENSG00000196177,50.09323429,45.82222201,54.43446301,51.26106638,57.69304738,49.76232212,51.88828009
ENSG00000072778,19.36118871,21.50993562,20.88764278,21.14721548,18.03752184,19.09575362,25.42334411
ENSG00000157766,42.1190772,40.55834691,37.58193304,33.57086698,42.42533225,38.28923371,33.47973828
ENSG00000072818,76.68454109,67.48363604,76.00781123,76.13537731,66.47536138,75.15166086,77.73676373
ENSG00000114331,48.0713892,53.43401261,54.19710343,57.25682863,68.73849615,50.83731336,41.74870222
ENSG00000131584,56.14259484,55.59258009,54.88280887,54.98816183,56.71348157,57.0136267,54.84299984
ENSG00000075239,58.48793516,59.56888861,62.3728222,66.38551169,66.03624567,59.31997158,57.69143473
ENSG00000120437,51.6621861,57.56179953,55.96411362,53.17863,57.42282232,55.13727834,69.34025793
ENSG00000182827,28.24113241,31.2802937,27.03261849,25.79258083,24.89448238,30.99883853,16.70798367
ENSG00000181513,32.81858972,36.619908,33.91604623,34.30008131,38.97996291,30.78384027,47.21174521
ENSG00000107897,49.49476814,55.97127612,53.45865141,51.66618545,58.23349746,53.47592824,52.84484404
ENSG00000230124,24.73120932,29.80337911,23.39310498,29.92479535,22.96912892,21.98845734,20.47046855
ENSG00000176244,41.05154299,40.3689989,39.55992951,42.56451035,37.96661899,39.73558558,35.60543594
ENSG00000110455,49.8829624,53.20679498,49.13343245,51.18004257,48.70806458,49.21505383,66.78942073
ENSG00000205126,46.24364122,41.05065178,52.45646653,46.10255022,36.75060628,47.02598076,64.68498004
ENSG00000102977,30.74822035,32.9086867,32.0699162,29.49266833,27.25895154,30.00202846,12.81795694
ENSG00000159640,34.72721151,35.9761247,30.88311831,36.19063696,32.39322741,33.46154575,22.787479
ENSG00000130234,52.17977843,60.21267189,49.08068589,52.96256648,58.13216307,48.960965,39.98437314
ENSG00000167769,56.62783767,59.83397583,54.40808972,59.20140017,57.92949428,60.66859696,34.09619061
ENSG00000177076,55.02653635,53.66123024,52.03449395,55.79839997,47.59338626,50.44640745,45.87255567
ENSG00000078124,50.38437998,47.37487581,49.92463104,53.77280462,52.22099019,50.05550155,61.39014867
ENSG00000087085,50.8372733,48.17013751,46.28511753,45.50837558,49.8227429,51.15003808,41.34481964
ENSG00000100813,45.51577698,40.48260771,46.60159696,42.94262147,44.41824198,42.33510986,34.62761502
ENSG00000144648,48.54854463,56.40677659,51.82350766,50.63988381,66.98203334,51.18912868,45.69187138
ENSG00000129048,33.7534909,37.03647365,38.42060354,39.02106887,44.18179506,33.72736176,45.32837708
ENSG00000131473,53.8943031,49.41983447,53.98611714,49.18145516,60.96952605,56.07545252,50.71914636
ENSG00000153086,46.30834025,42.03526151,36.97534746,40.34985942,49.41740533,40.61512387,25.2532883
ENSG00000122729,44.12474754,42.22460952,44.99282649,49.01940753,55.36235636,45.520993,41.72744522
ENSG00000100412,41.66618391,31.31816329,37.87203918,42.15939128,37.05460946,40.40012561,67.97981143
ENSG00000184227,59.05405179,59.49314938,48.263114,50.96397907,61.94909186,59.86723984,53.39752542
ENSG00000162390,37.65484321,39.91456364,38.66323777,43.05065323,41.88488218,39.97012912,43.17291964
ENSG00000172497,37.33134799,35.40808063,35.86766943,41.88931189,38.33817844,36.72561007,34.54258712
ENSG00000112304,45.27315557,41.84591349,43.59504232,38.67536727,44.11423881,46.14644246,52.22839171
ENSG00000119673,38.17243557,45.21630832,39.87640895,37.08189892,33.575462,39.07104552,23.10633365
ENSG00000177465,32.12307501,25.2211569,30.27653271,28.87148576,34.48747153,30.19748141,20.81058017
ENSG00000205669,41.32651393,43.66365453,41.24781984,37.919145,39.04751919,38.11332605,30.75884525
ENSG00000097021,48.29783584,46.88257093,46.65434353,43.72585167,44.85735767,46.28325952,35.58417897
ENSG00000101473,56.59548814,55.02453601,53.19491855,57.60793183,50.39697113,56.95499082,80.47891372
ENSG00000123130,40.35602828,40.74769493,43.0675766,39.0534784,36.04126554,41.35784508,18.55734064
ENSG00000161533,36.63583328,35.180863,35.34020369,39.0534784,38.54084723,33.93063284,40.79213826
ENSG00000168306,54.10457498,56.69079863,55.8058739,55.04217772,47.86361132,54.21864947,52.39844753
ENSG00000087008,48.76690391,43.28495847,42.54011086,46.37262961,45.63425469,45.73599126,35.03149757
ENSG00000153093,51.41956469,43.92874175,51.13780222,51.04500288,50.12674607,50.44640745,38.30507199
ENSG00000143727,36.27998855,34.99151498,34.52263183,34.27307337,32.19055863,39.63785909,49.82635334
ENSG00000134575,38.44740649,43.09561045,39.05883707,38.08119263,37.49372517,38.54332254,57.18126729
ENSG00000102575,24.84443264,25.33476572,27.37547122,25.60352526,25.70515752,25.46751991,15.496336
ENSG00000162836,71.00720004,70.85403087,73.21224289,74.62293279,68.23182418,74.60439257,47.76442661
ENSG00000100312,35.64917288,37.75599615,32.38639563,31.2481843,31.7176648,37.93741839,20.1516139
ENSG00000111644,44.30266992,47.60209343,46.10050452,43.6718358,45.60047655,45.73599126,59.34947891
ENSG00000134940,52.95616695,54.9866664,51.87625423,50.9099632,52.62632776,54.9027348,66.95947655
ENSG00000103740,59.73339175,57.10736427,64.29807209,57.04076513,73.33232192,62.21267529,43.10914871
ENSG00000130377,55.12358491,50.82100986,59.12890798,57.52690801,54.65301561,52.47911818,48.21082312
ENSG00000167107,36.587309,33.28738276,37.45006661,36.16362903,36.04126554,30.86202144,40.53705454
ENSG00000176715,41.1324168,46.46600529,40.27200824,38.45930376,43.94534814,40.59557856,34.39378827
ENSG00000151726,45.06288368,48.28374632,43.80602861,44.86018507,49.55251786,41.3187545,21.97971389
ENSG00000123983,41.01919346,42.56543597,42.30275129,40.86301025,45.83692348,41.45557156,31.31152665
ENSG00000068366,55.01036159,48.66244238,52.27185352,45.61640734,57.62549111,52.400937,54.58791612
ENSG00000197142,42.60432003,45.48139556,46.62797026,43.8878993,43.47245432,46.8891637,45.38364523
ENSG00000164398,36.21528949,34.12051408,38.16214534,34.62417657,34.18346836,35.08380525,40.53705454
ENSG00000166743,43.5262814,45.70861319,48.31586057,45.34632795,50.02541168,48.33551554,50.71914636
ENSG00000183747,47.53762209,53.20679498,50.10924405,49.12743929,57.82815989,50.75913219,111.1102171
ENSG00000066813,75.63318165,79.60190962,72.71115044,73.38056763,87.21513367,70.94942234,76.20626141
ENSG00000005187,47.68319494,41.9595223,43.93789505,43.83388343,51.95076513,45.50144771,32.48066036
ENSG00000215009,50.62700139,53.09318616,50.90044264,50.85594731,54.48412494,52.42048229,39.21912198
ENSG00000183549,45.0143594,47.79144145,45.44117237,42.96962942,43.77645749,46.65462015,44.46959521
ENSG00000154930,36.97550326,33.21164356,35.70942971,39.32355778,42.01999468,34.45835582,31.54535341
ENSG00000131069,42.74989288,38.74060587,45.54666551,50.72090763,45.33025151,45.89235363,43.10914871
ENSG00000111058,28.80724905,30.59864082,31.62157032,31.0321208,30.5016521,31.62428797,28.69691852
ENSG00000143632,53.2311379,57.90262598,53.32678498,55.7443841,57.52415671,59.30042627,63.66464516
ENSG00000107796,38.62532886,41.2399998,39.08521036,43.56380404,37.18972199,35.63107354,29.67473944
ENSG00000075624,45.85544696,42.14887032,43.91152176,43.4557723,59.17928513,45.54053831,46.36146615
ENSG00000169067,65.94449991,70.96763969,69.46723622,65.27818622,64.75267671,65.76991906,96.16656252
ENSG00000159251,41.455912,45.17843871,38.79510421,44.04994693,50.56586178,46.57643895,60.24227193
ENSG00000184009,41.10006727,37.86960497,42.80384373,41.59222458,45.49914216,42.92146872,47.82819754
ENSG00000163017,39.32084357,35.67316787,39.9819021,41.67324839,45.06002645,38.09378076,33.22465456
ENSG00000288649,36.84610517,35.21873261,38.21489191,33.94897811,33.60924012,33.95017813,26.57122086
ENSG00000136518,70.34403486,71.30846613,67.22550688,63.198575,76.710135,64.12811425,95.78393694
ENSG00000077080,46.53478691,44.53465543,41.3269397,44.86018507,38.60840348,44.01600527,36.8383406
ENSG00000187003,55.59265298,54.75944877,60.55306544,61.11896378,58.09838495,60.78586873,53.75889403
ENSG00000148156,54.39572067,52.07070683,47.10268941,50.63988381,55.19346569,48.94141971,61.68774633
ENSG00000117148,25.32967546,21.3584572,20.99313593,24.63123949,19.79398464,23.49344509,73.01771491
ENSG00000181786,37.16960039,33.74181802,37.34457346,36.62276397,42.86444796,37.40969541,27.78286853
ENSG00000072110,49.00952532,44.76187306,47.07631612,47.02082012,44.58713263,51.16958339,45.48993009
ENSG00000077522,38.20478508,45.06482989,42.90933688,40.51190705,40.46620068,41.10375625,55.20436846
ENSG00000130402,54.37954592,52.03283722,54.4608363,49.2084631,57.4903786,53.43683764,44.97976265
ENSG00000131966,28.58080239,28.97024779,27.37547122,31.815351,29.38697378,29.49385077,24.36049528
ENSG00000138107,43.29983474,39.61160678,46.17962438,42.56451035,44.78980142,44.19191293,50.44280567
ENSG00000115073,19.91113058,23.06258942,19.99095104,22.87572352,23.88113846,23.61071686,18.98248018
ENSG00000138071,35.45507575,41.50508704,35.84129614,39.24253397,36.71682817,34.73198994,45.65998592
ENSG00000115091,51.93715702,47.10978856,49.95100433,46.37262961,45.16136085,45.67735537,56.84115564
ENSG00000133627,64.61493457,54.21412646,58.13727241,60.44376532,64.77294359,57.6742577,62.57203657
ENSG00000106526,43.07015314,51.44207138,44.78184021,49.68380281,54.07203175,44.35218434,54.28181566
ENSG00000101442,58.94082847,61.76532568,59.44538742,62.65841625,71.17052156,61.43086348,103.4789625
ENSG00000075089,46.76123357,45.02696031,47.94663457,45.91349465,57.11881914,51.05231162,32.11929178
ENSG00000113812,44.78791274,44.2316986,47.02356955,41.29513725,44.75602328,39.75513086,35.07401153
ENSG00000123165,46.79358308,49.04113842,54.03886371,46.18357404,50.56586178,50.72004159,68.38369398
ENSG00000169717,35.26097862,37.90747456,35.5248167,30.76204142,31.37988349,33.57881752,17.9621453
ENSG00000184378,41.5853101,39.19504113,39.74454252,43.72585167,43.97912628,39.83331204,48.29585102
ENSG00000115170,78.043221,68.20315854,67.85846575,71.0038691,76.50746622,70.92987705,69.78665444
ENSG00000135503,54.12074973,59.79610624,56.43883277,54.44800308,59.17928513,57.85407442,61.81528819
ENSG00000123612,57.61449807,61.57597767,53.37953155,59.71455099,74.81855969,61.58722583,77.33288118
ENSG00000121989,56.85428433,61.31089042,64.27169882,66.30448788,71.50830286,65.49628492,110.4512508
ENSG00000114739,32.93181306,38.55125786,32.65012848,31.14015256,29.35319564,33.09018512,20.68303831
ENSG00000139567,43.41305808,42.86839282,48.42135372,46.80475661,50.36319299,48.53096851,40.15442896
ENSG00000243989,28.33818098,27.22824596,28.21941638,26.30573164,24.65803548,27.05068884,22.68119412
ENSG00000132744,38.78707647,47.14765818,38.79510421,39.94474035,37.02083134,44.73918119,43.13040568
ENSG00000119640,44.15709707,41.12639099,42.43989238,41.28973567,48.11356948,42.40547292,54.00122357
ENSG00000170634,44.25414563,45.10269951,45.91589152,41.53820869,47.22182683,45.50144771,46.21266732
ENSG00000196839,44.27032039,44.08022017,43.91152176,45.5893994,48.10005823,42.92146872,47.57311382
ENSG00000164113,58.3100128,59.15232294,55.41027461,58.49919378,54.72057187,57.28726085,69.23397307
ENSG00000140955,36.32851283,34.15838367,37.18633374,32.49054946,36.10882181,29.51339606,27.18767317
ENSG00000168803,37.0402023,41.20213019,36.34238858,35.54244645,38.60840348,40.34148973,33.98990572
ENSG00000137845,39.6443388,44.49678582,35.41932355,39.78269272,29.21808313,39.63785909,30.71633132
ENSG00000073670,44.25414563,40.48260771,43.01483002,44.455066,41.61465712,47.39734136,38.283815
ENSG00000148848,45.4672527,42.56543597,47.76202156,45.80546291,57.05126289,47.49506785,45.38364523
ENSG00000143537,42.07055292,38.85421469,44.17525463,42.29443096,44.24935132,41.43602628,33.6285371
ENSG00000151694,56.06172103,58.96297492,60.421199,57.14879689,63.09754829,55.37182189,52.4197045
ENSG00000168619,49.54329243,47.71570225,47.97300786,51.18004257,53.63967169,54.96137068,39.17660802
ENSG00000135074,50.31968095,48.81392079,48.55322015,50.28878061,45.70181095,47.02598076,62.94190796
ENSG00000104755,22.51526708,22.26732772,24.65902272,25.09037443,18.78064071,21.18710022,20.57675343
ENSG00000134007,37.08872658,42.30034875,35.97316256,39.56662923,35.19681228,41.26011862,47.27551614
ENSG00000139985,44.02769898,41.1642606,41.40605956,40.59293087,45.16136085,41.82693217,29.41965572
ENSG00000008277,46.51861216,44.64826425,48.18399414,44.34703426,44.51957638,47.51461313,50.54909056
ENSG00000114948,35.68152239,31.69685935,35.39295027,35.70449408,32.5958962,36.72561007,50.99548707
ENSG00000042980,58.42323612,63.88602358,55.96411362,56.82470163,56.47703467,58.40134268,64.21732656
ENSG00000168594,41.63383438,45.17843871,37.13358717,41.83529602,46.00581412,44.95417945,47.46682893
ENSG00000134249,56.02937153,61.19728161,56.28059306,58.52620173,52.69388402,58.42088797,84.94287883
ENSG00000197140,86.64819378,79.10960477,84.26264986,82.18515544,84.95199892,78.06390986,58.94559634
ENSG00000149451,46.38921406,42.98200164,46.49610381,49.04641548,40.87153825,44.25054882,32.16180571
ENSG00000069206,43.8983009,45.97370041,44.33349434,43.29372467,42.12132908,42.27647397,17.30317902
ENSG00000151651,54.78391493,53.50975181,57.73112379,49.61358217,53.09922159,56.85726436,61.32637774
ENSG00000168615,44.57764086,47.60209343,48.63234001,44.8061692,47.6271644,47.78824728,43.78937198
ENSG00000134028,36.60348375,38.74060587,35.28745712,34.54315275,36.04126554,36.11970592,45.46867313
ENSG00000154734,55.13975967,51.50266275,52.90481239,57.93202708,59.82106962,53.30002058,39.28289291
ENSG00000142303,38.2371346,34.08264446,39.90278224,36.4337084,40.33108815,38.68013962,23.91409877
ENSG00000151388,39.45024167,42.03526151,41.93352528,40.89001818,37.25727824,39.59876849,65.93914167
ENSG00000160323,65.44308233,73.01259836,72.26280458,66.33149581,76.30479743,73.82258076,76.01494862
ENSG00000138316,43.08956285,37.41516971,37.55555974,39.32355778,39.68930366,41.51420745,49.97515219
ENSG00000166106,35.14775528,31.31816329,35.97316256,33.89496224,32.15678051,33.77427047,18.93996623
ENSG00000145536,40.97066918,42.64117519,43.30493618,42.80758179,30.43409584,42.13965691,81.26542185
ENSG00000140470,45.40255366,48.39735514,50.90044264,44.56309776,46.41115169,46.0096254,67.59718585
ENSG00000140873,32.98033734,34.08264446,35.44569684,33.70590667,28.67763303,32.71882452,37.79490455
ENSG00000145808,60.73622693,54.9109272,63.19039407,66.76362282,66.07002381,60.02360221,77.56670791
ENSG00000087116,42.05437817,41.50508704,40.14014182,36.35268459,38.9461848,39.42286083,78.96966837
ENSG00000173157,49.67269052,52.79022931,47.44554212,49.10043135,48.26894889,52.45957289,31.88546503
ENSG00000156140,33.75672586,36.99860404,40.11376852,33.73291461,30.67054274,36.84288184,52.07959288
ENSG00000158859,43.78507756,47.45061501,44.30712105,43.13167705,51.44409317,49.68414092,49.3161859
ENSG00000154736,57.87329426,65.55228619,62.29370234,57.71596358,60.39529784,58.65543152,45.46867313
ENSG00000049192,30.65117178,30.75011922,27.53371094,35.02929564,36.2101562,34.4779011,48.29585102
ENSG00000136378,19.49058681,19.61645537,19.01513946,18.98658044,18.67930632,17.10213348,21.57583133
ENSG00000134917,52.82676888,42.11100071,49.34441874,55.01516978,47.49205187,46.43962189,58.05280331
ENSG00000163638,43.96299994,44.57252505,47.52466198,36.86583542,44.95869206,46.77189192,56.9686975
ENSG00000178031,56.17494437,59.34167098,52.74657268,51.09901876,62.25309504,57.75634794,64.8125219
